user_id,avg_response_time,total_requests,total_bytes,error_count,success_rate
user_0598,185.535,2,480327,0.0,100.0
user_0599,322.09,3,476288,0.0,100.0
user_0600,546.9549999999999,2,352251,1.0,50.0
user_0601,375.0566666666667,3,13771,1.0,66.67
user_0602,396.04,2,32139,0.0,100.0
user_0603,342.71333333333337,3,326860,0.0,100.0
user_0604,427.43666666666667,3,7271,1.0,66.67
user_0605,199.9466666666667,3,20023,1.0,66.67
user_0606,258.93,3,177879,2.0,33.33
user_0607,287.23,1,5752,0.0,100.0
user_0608,304.98199999999997,5,19146,1.0,80.0
user_0610,47.879999999999995,2,390982,0.0,100.0
user_0611,1012.7700000000001,5,17676,3.0,40.0
user_0612,208.67999999999998,3,14233,0.0,100.0
user_0613,203.478,5,480648,0.0,100.0
user_0614,318.23333333333335,3,480715,0.0,100.0
user_0615,459.33555555555563,9,998625,3.0,66.67
user_0616,311.77500000000003,2,1810,1.0,50.0
user_0617,440.976,5,76578,2.0,60.0
user_0618,47.16,1,509051,0.0,100.0
user_0620,332.375,2,12374,0.0,100.0
user_0621,271.5825,4,423792,1.0,75.0
user_0622,197.695,2,420048,1.0,50.0
user_0623,230.30666666666664,3,10472,0.0,100.0
user_0624,139.6175,4,103962,1.0,75.0
user_0625,263.29333333333335,3,15256,0.0,100.0
user_0626,193.73000000000002,3,19254,1.0,66.67
user_0628,403.73,8,391975,1.0,87.5
user_0629,54.88,1,3885,1.0,0.0
user_0630,334.3666666666667,3,16308,0.0,100.0
user_0631,71.88666666666667,3,952201,0.0,100.0
user_0632,331.18499999999995,2,92653,0.0,100.0
user_0633,231.43400000000003,5,115508,1.0,80.0
user_0634,330.9916666666667,6,295939,1.0,83.33
user_0635,228.86400000000003,5,486421,1.0,80.0
user_0636,42.33,1,378316,0.0,100.0
user_0637,175.0716666666667,6,401003,2.0,66.67
user_0639,113.11000000000001,3,9317,1.0,66.67
user_0640,1144.475,2,4617,0.0,100.0
user_0641,555.1899999999999,3,10081,0.0,100.0
user_0643,615.435,2,7951,0.0,100.0
user_0644,338.45,1,8067,0.0,100.0
user_0645,600.684,5,614273,1.0,80.0
user_0646,284.26,3,4510,0.0,100.0
user_0647,92.07,4,386887,0.0,100.0
user_0648,818.1975,4,501879,0.0,100.0
user_0649,378.884,5,607937,2.0,60.0
user_0650,343.594,5,27770,2.0,60.0
user_0651,29.73,1,441842,0.0,100.0
user_0652,247.255,2,6992,0.0,100.0
user_0654,351.955,4,21790,1.0,75.0
user_0655,64.13499999999999,2,154057,0.0,100.0
user_0656,292.435,6,224454,0.0,100.0
user_0657,2259.8666666666663,3,413401,1.0,66.67
user_0658,220.85999999999999,3,222481,2.0,33.33
user_0659,262.1766666666667,3,14862,0.0,100.0
user_0660,263.985,4,18194,1.0,75.0
user_0661,3739.8199999999997,2,3004,1.0,50.0
user_0662,329.4166666666667,3,431779,1.0,66.67
user_0663,649.2925,4,20079,0.0,100.0
user_0664,604.0250000000001,2,6435,0.0,100.0
user_0665,215.12,2,15735,0.0,100.0
user_0666,208.14000000000001,2,448464,1.0,50.0
user_0667,279.2,4,11602,2.0,50.0
user_0668,234.67166666666665,6,1076513,2.0,66.67
user_0669,93.695,2,421005,0.0,100.0
user_0670,357.04499999999996,2,7578,0.0,100.0
user_0671,192.95666666666668,3,5435,1.0,66.67
user_0672,171.5233333333333,3,11017,0.0,100.0
user_0673,119.255,2,10304,0.0,100.0
user_0674,192.5533333333333,6,348147,0.0,100.0
user_0675,452.08,4,19473,1.0,75.0
user_0676,41.61,1,332038,0.0,100.0
user_0677,265.8566666666666,3,10702,1.0,66.67
user_0678,388.91999999999996,5,16087,0.0,100.0
user_0679,335.385,2,13491,0.0,100.0
user_0680,1578.8366666666668,3,15628,2.0,33.33
user_0681,347.67,1,7670,0.0,100.0
user_0682,182.745,4,8370,2.0,50.0
user_0683,141.31,3,64692,0.0,100.0
user_0684,262.55333333333334,3,10850,0.0,100.0
user_0685,151.39000000000001,3,170157,2.0,33.33
user_0686,219.67000000000002,2,9325,0.0,100.0
user_0687,326.856,5,28437,0.0,100.0
user_0688,226.84,3,15445,0.0,100.0
user_0689,444.84,1,4648,0.0,100.0
user_0690,350.4,1,517,1.0,0.0
user_0691,360.55,1,3571,0.0,100.0
user_0692,180.87666666666667,6,59753,0.0,100.0
user_0693,187.86,2,9118,0.0,100.0
user_0694,2946.6666666666665,3,218188,1.0,66.67
user_0695,233.4666666666667,3,9550,1.0,66.67
user_0698,3437.056666666667,3,14339,2.0,33.33
user_0699,246.64666666666668,3,490263,1.0,66.67
user_0700,221.1933333333333,3,10400,2.0,33.33
user_0702,1623.055,4,651171,2.0,50.0
user_0703,557.9783333333334,6,524567,0.0,100.0
user_0704,189.715,2,125926,1.0,50.0
user_0705,265.65,5,715477,2.0,60.0
user_0706,204.2725,4,427377,0.0,100.0
user_0707,669.9649999999999,2,7736,0.0,100.0
user_0708,98.14333333333333,3,436280,0.0,100.0
user_0710,185.99,7,283802,1.0,85.71
user_0711,1751.4675000000002,4,8808,0.0,100.0
user_0712,206.25,3,14809,0.0,100.0
user_0713,359.14,4,10159,3.0,25.0
user_0714,153.32666666666668,3,11182,0.0,100.0
user_0715,343.33166666666665,6,30045,1.0,83.33
user_0716,408.07666666666665,3,13044,1.0,66.67
user_0717,203.32666666666668,3,9215,2.0,33.33
user_0718,382.978,5,37087,1.0,80.0
user_0719,203.26999999999998,3,15710,0.0,100.0
user_0720,193.41,4,162257,3.0,25.0
user_0721,211.55,1,2590,0.0,100.0
user_0722,230.525,2,278563,0.0,100.0
user_0723,157.22666666666666,3,14451,1.0,66.67
user_0724,201.78,3,105758,0.0,100.0
user_0725,374.59,5,327933,1.0,80.0
user_0726,207.00333333333333,3,238781,1.0,66.67
user_0727,627.35,2,8922,0.0,100.0
user_0728,192.91500000000002,2,4823,0.0,100.0
user_0729,1216.102,5,298506,1.0,80.0
user_0730,322.5733333333333,6,507232,2.0,66.67
user_0731,179.336,5,199164,1.0,80.0
user_0732,118.5675,4,259900,1.0,75.0
user_0733,135.27,2,187162,0.0,100.0
user_0734,247.86333333333334,3,200991,1.0,66.67
user_0735,158.54,2,310655,0.0,100.0
user_0736,162.41,2,6301,0.0,100.0
user_0737,240.48,3,11295,1.0,66.67
user_0738,238.33,1,4293,0.0,100.0
user_0739,341.145,6,429946,1.0,83.33
user_0740,178.3,1,3763,0.0,100.0
user_0741,143.78333333333333,3,466937,1.0,66.67
user_0742,244.68,4,186524,0.0,100.0
user_0743,142.125,2,135232,1.0,50.0
user_0744,197.98399999999998,5,66648,1.0,80.0
user_0745,199.6425,4,12573,0.0,100.0
user_0746,117.1375,4,738964,1.0,75.0
user_0747,94.77666666666666,6,1507499,1.0,83.33
user_0748,304.31,1,6623,0.0,100.0
user_0749,184.7375,4,14806,1.0,75.0
user_0750,303.938,5,316134,1.0,80.0
user_0751,262.6133333333333,3,9533,0.0,100.0
user_0753,291.02,1,4277,0.0,100.0
user_0754,203.47333333333333,3,297135,0.0,100.0
user_0755,163.245,2,473327,0.0,100.0
user_0756,756.6266666666667,3,8671,0.0,100.0
user_0757,292.75,3,468262,1.0,66.67
user_0758,342.37000000000006,3,9386,1.0,66.67
user_0759,381.08000000000004,2,7890,0.0,100.0
user_0760,262.74333333333334,3,16938,0.0,100.0
user_0761,2208.7666666666664,3,53392,1.0,66.67
user_0762,1239.7633333333333,3,362338,1.0,66.67
user_0763,476.3766666666667,3,14008,0.0,100.0
user_0764,276.12,2,7376,0.0,100.0
user_0765,226.39749999999998,4,19765,1.0,75.0
user_0766,269.8,1,6599,0.0,100.0
user_0767,224.785,4,175448,1.0,75.0
user_0768,164.965,2,1406,1.0,50.0
user_0769,3098.4133333333334,3,15737,1.0,66.67
user_0770,224.69,4,15412,1.0,75.0
user_0771,424.13800000000003,5,26830,0.0,100.0
user_0772,276.8925,4,128883,0.0,100.0
user_0773,38.26,1,64505,0.0,100.0
user_0774,207.42,1,3788,1.0,0.0
user_0775,590.885,2,12538,0.0,100.0
user_0776,215.56166666666664,6,513500,2.0,66.67
user_0777,786.455,2,5889,1.0,50.0
user_0778,432.2125,4,13517,0.0,100.0
user_0779,324.89000000000004,3,6353,2.0,33.33
user_0780,208.6775,4,16267,0.0,100.0
user_0781,515.29,2,9116,0.0,100.0
user_0782,324.8575,4,572278,1.0,75.0
user_0783,472.81,3,6510,0.0,100.0
user_0784,156.9466666666667,3,11114,1.0,66.67
user_0785,465.66,3,6464,2.0,33.33
user_0786,488.42,2,11408,0.0,100.0
user_0787,332.776,5,471396,1.0,80.0
user_0788,417.1366666666667,6,221832,3.0,50.0
user_0789,676.8266666666667,3,6778,2.0,33.33
user_0790,212.26333333333332,3,9351,1.0,66.67
user_0791,208.21,2,76811,1.0,50.0
user_0792,302.355,4,304045,0.0,100.0
user_0793,261.12285714285713,7,547587,2.0,71.43
user_0795,462.7625,4,6178,1.0,75.0
user_0796,81.4875,4,658430,0.0,100.0
user_0797,254.22,1,5207,1.0,0.0
user_0798,330.11,1,2884,0.0,100.0
user_0799,400.93499999999995,4,447761,0.0,100.0
user_0800,533.3149999999999,2,6490,0.0,100.0
user_0801,216.92666666666665,3,443680,1.0,66.67
user_0802,15.03,1,149064,0.0,100.0
user_0804,440.4,4,12294,1.0,75.0
user_0805,133.96,2,347299,1.0,50.0
user_0806,475.67500000000007,4,17295,1.0,75.0
user_0807,224.265,4,188955,1.0,75.0
user_0808,355.01,1,3076,0.0,100.0
user_0809,292.775,4,14589,0.0,100.0
user_0810,263.8566666666667,3,9634,1.0,66.67
user_0811,431.6766666666667,3,11052,1.0,66.67
user_0812,528.73,2,4421,0.0,100.0
user_0814,304.21,1,5380,0.0,100.0
user_0815,221.51,3,16446,1.0,66.67
user_0816,97.85,2,10243,0.0,100.0
user_0817,548.588,5,10319,2.0,60.0
user_0818,218.7,1,802,1.0,0.0
user_0819,309.66,1,5723,0.0,100.0
user_0820,120.67999999999999,3,345559,0.0,100.0
user_0821,293.9025,4,15499,0.0,100.0
user_0822,342.3833333333334,3,12777,1.0,66.67
user_0823,156.94333333333333,6,824634,1.0,83.33
user_0824,624.15,3,11489,2.0,33.33
user_0825,217.14,3,358273,1.0,66.67
user_0826,99.67,2,486594,1.0,50.0
user_0827,167.9625,4,62582,0.0,100.0
user_0828,292.662,5,29633,0.0,100.0
user_0830,57.58,1,7502,0.0,100.0
user_0831,296.25888888888886,9,193454,3.0,66.67
user_0832,266.2075,12,535149,2.0,83.33
user_0833,354.364,5,459128,0.0,100.0
user_0834,207.615,2,111370,0.0,100.0
user_0835,230.78,1,4202,0.0,100.0
user_0836,169.25,1,7962,0.0,100.0
user_0837,175.29,4,432068,2.0,50.0
user_0838,81.02,1,7808,0.0,100.0
user_0839,390.65333333333336,3,15378,1.0,66.67
user_0840,165.57,2,69162,0.0,100.0
user_0841,318.644,5,15807,1.0,80.0
user_0842,504.86800000000005,5,17050,2.0,60.0
user_0843,270.61333333333334,6,25904,1.0,83.33
user_0844,200.05333333333337,3,45558,1.0,66.67
user_0845,249.0775,4,12548,1.0,75.0
user_0846,198.615,6,180781,3.0,50.0
user_0847,258.146,5,141509,1.0,80.0
user_0848,459.6375,4,20354,0.0,100.0
user_0849,196.49,1,3862,0.0,100.0
user_0850,90.52,1,4905,0.0,100.0
user_0851,352.6,2,10399,0.0,100.0
user_0852,262.48,2,515662,1.0,50.0
user_0853,301.87333333333333,3,12932,1.0,66.67
user_0855,74.81,1,286389,0.0,100.0
user_0856,434.1066666666666,3,8514,0.0,100.0
user_0857,936.3059999999999,5,14593,3.0,40.0
user_0858,155.31166666666667,6,1334624,1.0,83.33
user_0859,229.73333333333335,3,11028,3.0,0.0
user_0860,711.1425,4,29852,1.0,75.0
user_0861,233.76250000000002,4,411768,1.0,75.0
user_0862,260.726,5,23603,0.0,100.0
user_0863,288.704,5,349790,3.0,40.0
user_0864,54.89,1,2309,0.0,100.0
user_0865,242.45,1,5822,0.0,100.0
user_0866,145.625,2,337945,1.0,50.0
user_0867,164.13,2,15174,1.0,50.0
user_0868,186.33571428571426,7,505911,2.0,71.43
user_0869,385.7633333333333,3,12814,0.0,100.0
user_0870,318.02,2,419696,0.0,100.0
user_0871,106.26666666666667,3,262911,1.0,66.67
user_0872,756.25,2,12804,0.0,100.0
user_0873,1069.9325,4,14737,1.0,75.0
user_0874,76.135,2,160935,0.0,100.0
user_0875,214.67333333333332,3,120631,1.0,66.67
user_0876,114.7325,4,160096,2.0,50.0
user_0877,143.752,5,355302,1.0,80.0
user_0878,32.63,1,393292,0.0,100.0
user_0879,474.535,4,9189,2.0,50.0
user_0880,493.37750000000005,4,14478,1.0,75.0
user_0881,486.73333333333335,6,160166,1.0,83.33
user_0882,1182.53,1,6287,0.0,100.0
user_0883,173.98,2,419602,1.0,50.0
user_0884,307.99666666666667,6,353440,1.0,83.33
user_0885,158.25,2,11666,0.0,100.0
user_0886,386.392,5,152213,2.0,60.0
user_0888,219.51400000000004,5,482352,1.0,80.0
user_0889,215.71666666666667,6,146694,2.0,66.67
user_0890,340.145,4,5524,1.0,75.0
user_0891,299.0,1,414780,1.0,0.0
user_0892,420.295,2,12544,0.0,100.0
user_0893,241.59,2,4741,0.0,100.0
user_0895,201.435,4,16835,0.0,100.0
user_0896,230.13333333333335,3,10218,1.0,66.67
user_0897,656.85,5,496379,1.0,80.0
user_0898,421.24500000000006,6,357569,1.0,83.33
user_0899,309.99333333333334,3,491491,1.0,66.67
user_0900,106.29666666666667,3,156465,1.0,66.67
user_0901,371.404,5,375217,2.0,60.0
user_0902,263.905,2,9543,0.0,100.0
user_0903,63.86,1,264691,1.0,0.0
user_0904,791.534,5,14180,1.0,80.0
user_0905,122.245,2,367970,0.0,100.0
user_0906,247.0,2,6858,1.0,50.0
user_0907,383.7516666666667,6,490423,3.0,50.0
user_0908,128.02333333333334,3,48143,1.0,66.67
user_0909,543.3285714285714,7,750564,4.0,42.86
user_0910,460.255,2,12139,0.0,100.0
user_0911,240.4925,4,319281,2.0,50.0
user_0912,306.1466666666667,3,106763,2.0,33.33
user_0913,384.37000000000006,3,10918,1.0,66.67
user_0914,377.215,4,24268,2.0,50.0
user_0915,2482.6966666666667,3,420134,2.0,33.33
user_0916,73.845,2,93008,0.0,100.0
user_0917,290.36,1,1731,0.0,100.0
user_0918,378.53,1,2819,0.0,100.0
user_0919,196.635,2,184104,1.0,50.0
user_0920,1100.06,2,6222,0.0,100.0
user_0921,1182.874,5,71690,1.0,80.0
user_0922,912.5625,4,15627,0.0,100.0
user_0923,951.54,3,235083,3.0,0.0
user_0924,307.865,2,5668,1.0,50.0
user_0925,124.84,2,4123,0.0,100.0
user_0926,126.34666666666668,3,19718,0.0,100.0
user_0927,158.848,5,253095,0.0,100.0
user_0928,883.31,1,1181,0.0,100.0
user_0929,231.32125000000002,8,360283,2.0,75.0
user_0930,393.87,4,6510,1.0,75.0
user_0931,277.37333333333333,3,14986,0.0,100.0
user_0932,182.76,2,11911,1.0,50.0
user_0933,217.0575,4,199245,2.0,50.0
user_0934,191.53,2,12830,0.0,100.0
user_0935,232.92,2,5372,0.0,100.0
user_0936,189.578,5,522946,1.0,80.0
user_0937,611.8,1,4786,0.0,100.0
user_0938,325.31,1,1071,0.0,100.0
user_0939,862.0944444444444,9,295551,3.0,66.67
user_0940,2689.3166666666666,3,103279,1.0,66.67
user_0941,131.2433333333333,3,401319,1.0,66.67
user_0942,314.29,1,5795,0.0,100.0
user_0943,304.805,6,12064,4.0,33.33
user_0944,54.43,1,204992,0.0,100.0
user_0945,305.09,1,8053,1.0,0.0
user_0946,531.6533333333333,3,11977,1.0,66.67
user_0947,3539.4925,4,692106,1.0,75.0
user_0948,400.78499999999997,2,5679,0.0,100.0
user_0949,57.89,2,124566,1.0,50.0
user_0950,152.14000000000001,2,15519,0.0,100.0
user_0951,137.815,2,286484,0.0,100.0
user_0952,84.18333333333334,3,14517,0.0,100.0
user_0953,580.972,5,536181,1.0,80.0
user_0954,348.38800000000003,5,21410,1.0,80.0
user_0955,223.63,3,188028,1.0,66.67
user_0956,75.49,1,84500,0.0,100.0
user_0957,128.405,2,154726,0.0,100.0
user_0958,92.86333333333333,3,618047,0.0,100.0
user_0959,234.02666666666667,3,555986,1.0,66.67
user_0960,345.53,1,2362,0.0,100.0
user_0961,344.5,4,286832,1.0,75.0
user_0962,296.37,1,7715,0.0,100.0
user_0963,15.16,1,305813,1.0,0.0
user_0964,329.348,5,14900,2.0,60.0
user_0965,184.545,2,6670,1.0,50.0
user_0966,244.39666666666665,6,23692,1.0,83.33
user_0967,223.84499999999997,2,7678,1.0,50.0
user_0968,1505.3100000000002,6,394455,1.0,83.33
user_0969,273.8985714285714,7,213487,1.0,85.71
user_0970,423.302,5,476780,0.0,100.0
user_0971,430.33,3,11094,0.0,100.0
user_0972,523.49,4,12061,0.0,100.0
user_0973,208.71333333333334,3,478181,0.0,100.0
user_0974,128.43,3,253368,0.0,100.0
user_0975,345.66,1,3308,0.0,100.0
user_0976,673.0,4,18822,1.0,75.0
user_0977,342.39,1,614,1.0,0.0
user_0978,282.65333333333336,3,9227,1.0,66.67
user_0980,175.56833333333336,6,802071,1.0,83.33
user_0981,6864.64,1,942,1.0,0.0
user_0982,526.7,2,5922,1.0,50.0
user_0983,221.40499999999997,2,8178,0.0,100.0
user_0984,2752.6433333333334,3,8907,1.0,66.67
user_0985,332.9675,4,15601,1.0,75.0
user_0986,847.995,2,7863,0.0,100.0
user_0987,164.89000000000001,5,27201,2.0,60.0
user_0988,66.16,1,1560,1.0,0.0
user_0989,75.75333333333333,3,667208,1.0,66.67
user_0990,3194.405,2,300335,2.0,0.0
user_0991,1984.518,5,19450,2.0,60.0
user_0992,335.70500000000004,4,446465,2.0,50.0
user_0993,475.62,1,5100,1.0,0.0
user_0994,206.1625,4,19036,0.0,100.0
user_0995,446.205,4,121259,0.0,100.0
user_0996,285.4,4,16305,1.0,75.0
user_0997,293.20666666666665,3,5457,3.0,0.0
user_0998,48.27,1,248253,0.0,100.0
user_0999,335.34999999999997,4,16978,0.0,100.0
user_1000,223.34333333333333,3,361083,0.0,100.0
user_1001,273.88,1,829,1.0,0.0
user_1002,306.24333333333334,3,10184,1.0,66.67
user_1003,350.29,2,2735,1.0,50.0
user_1004,92.46000000000001,2,303194,0.0,100.0
user_1005,242.94,1,3096,0.0,100.0
user_1006,434.858,5,416034,0.0,100.0
user_1007,205.31,2,6877,0.0,100.0
user_1009,112.9,4,514271,0.0,100.0
user_1010,317.20500000000004,2,8573,0.0,100.0
user_1012,124.00333333333333,6,237052,0.0,100.0
user_1013,310.61,2,8025,1.0,50.0
user_1014,379.58500000000004,2,10751,0.0,100.0
user_1015,585.75,2,12419,0.0,100.0
user_1016,323.544,5,825295,1.0,80.0
user_1017,859.895,6,18907,0.0,100.0
user_1018,240.1625,4,887607,2.0,50.0
user_1019,201.42,1,3090,0.0,100.0
user_1020,149.565,4,170016,0.0,100.0
user_1021,240.04666666666665,3,13138,2.0,33.33
user_1022,156.2075,4,652565,0.0,100.0
user_1023,360.76250000000005,4,16253,2.0,50.0
user_1024,1518.93,6,393351,2.0,66.67
user_1025,175.61,2,7789,2.0,0.0
user_1026,623.805,2,11678,0.0,100.0
user_1027,329.84,2,343825,1.0,50.0
user_1029,430.4225,4,17990,0.0,100.0
user_1030,199.51,1,5690,0.0,100.0
user_1031,106.32000000000001,2,293827,0.0,100.0
user_1032,242.6,1,927,0.0,100.0
user_1033,222.3,4,383694,2.0,50.0
user_1034,311.08,1,872,0.0,100.0
user_1035,157.82999999999998,4,23935,0.0,100.0
user_1036,72.81,1,964,0.0,100.0
user_1037,199.81,1,3541,0.0,100.0
user_1038,689.9375,4,47471,1.0,75.0
user_1039,177.118,5,434496,2.0,60.0
user_1041,1279.55,3,7644,2.0,33.33
user_1042,140.53,1,1766,0.0,100.0
user_1043,376.525,2,8394,0.0,100.0
user_1044,279.73,2,7781,0.0,100.0
user_1045,503.6166666666666,3,15184,1.0,66.67
user_1046,98.13,2,656190,1.0,50.0
user_1047,214.625,8,395188,3.0,62.5
user_1048,316.455,4,410758,0.0,100.0
user_1049,467.75333333333333,3,17144,0.0,100.0
user_1050,122.875,2,503100,0.0,100.0
user_1052,148.515,2,512852,0.0,100.0
user_1053,173.86,1,520,0.0,100.0
user_1054,193.12,2,36500,1.0,50.0
user_1055,358.41,6,328357,3.0,50.0
user_1056,265.91,3,17075,1.0,66.67
user_1057,103.465,2,214985,0.0,100.0
user_1058,255.9766666666667,3,10717,2.0,33.33
user_1059,221.2,2,511249,1.0,50.0
user_1060,581.43,2,8711,1.0,50.0
user_1061,330.95500000000004,2,7488,0.0,100.0
user_1062,149.622,5,202219,2.0,60.0
user_1063,246.31,1,4418,0.0,100.0
user_1064,359.7977777777778,9,32892,3.0,66.67
user_1065,302.768,5,528679,0.0,100.0
user_1066,101.00333333333333,3,80541,1.0,66.67
user_1067,542.24,3,6467,0.0,100.0
user_1068,243.70499999999998,2,8935,0.0,100.0
user_1069,289.97,2,3255,0.0,100.0
user_1070,254.2975,4,294981,0.0,100.0
user_1071,331.3225,4,16372,0.0,100.0
user_1072,153.85,3,382518,1.0,66.67
user_1073,223.57,1,5038,0.0,100.0
user_1074,232.95499999999998,2,4984,1.0,50.0
user_1075,340.74,1,4391,0.0,100.0
user_1076,177.97,2,481377,0.0,100.0
user_1077,255.885,2,8508,1.0,50.0
user_1078,338.66333333333336,3,296550,2.0,33.33
user_1079,162.48,2,292067,1.0,50.0
user_1080,15.59,1,406894,0.0,100.0
user_1081,443.72799999999995,5,91577,2.0,60.0
user_1082,301.77000000000004,4,230729,1.0,75.0
user_1083,555.202,5,563791,1.0,80.0
user_1084,193.51799999999997,5,211650,0.0,100.0
user_1085,149.8725,4,495152,0.0,100.0
user_1086,295.71,1,971,0.0,100.0
user_1087,214.65,3,15854,0.0,100.0
user_1088,363.42499999999995,2,1355,1.0,50.0
user_1089,154.34,3,54986,0.0,100.0
user_1090,214.12571428571428,7,922253,2.0,71.43
user_1091,234.44,2,507286,0.0,100.0
user_1092,54.675000000000004,2,332259,1.0,50.0
user_1093,501.6433333333334,3,17611,2.0,33.33
user_1094,219.94333333333336,3,12139,0.0,100.0
user_1095,828.3966666666666,6,346479,0.0,100.0
user_1096,300.41499999999996,4,6441,1.0,75.0
user_1097,468.63249999999994,4,370893,0.0,100.0
user_1098,233.1,4,14117,2.0,50.0
user_1099,263.85166666666663,6,373882,1.0,83.33
user_1100,334.6233333333333,3,37182,0.0,100.0
user_1101,612.8033333333333,3,481176,0.0,100.0
user_1102,190.83999999999997,2,276597,0.0,100.0
user_1103,484.73,1,121044,1.0,0.0
user_1104,212.055,2,53737,0.0,100.0
user_1105,242.195,2,2992,1.0,50.0
user_1106,185.47000000000003,2,3385,0.0,100.0
user_1107,1687.7459999999999,5,225559,3.0,40.0
user_1109,155.99,2,6386,0.0,100.0
user_1110,220.79000000000002,5,333869,1.0,80.0
user_1111,410.18,2,138878,0.0,100.0
user_1112,242.86,1,777,1.0,0.0
user_1113,274.276,5,198168,0.0,100.0
user_1114,172.435,2,8703,0.0,100.0
user_1115,213.69,2,2507,1.0,50.0
user_1116,144.875,2,7736,0.0,100.0
user_1117,426.2966666666666,3,218539,0.0,100.0
user_1118,45.74,1,415267,0.0,100.0
user_1120,359.20799999999997,5,24307,0.0,100.0
user_1121,139.70000000000002,2,129324,0.0,100.0
user_1122,219.66,2,8302,0.0,100.0
user_1123,335.03,1,1444,0.0,100.0
user_1124,3671.58,1,1122,1.0,0.0
user_1125,265.78499999999997,2,8151,1.0,50.0
user_1126,195.56,1,6450,0.0,100.0
user_1129,351.40333333333336,3,12323,1.0,66.67
user_1130,2094.6325,4,15121,1.0,75.0
user_1131,2003.39,3,617177,2.0,33.33
user_1132,1664.9775,4,16302,3.0,25.0
user_1133,440.196,5,14758,1.0,80.0
user_1134,166.315,4,15671,1.0,75.0
user_1135,104.4,1,8006,0.0,100.0
user_1136,148.40333333333334,3,8552,0.0,100.0
user_1137,843.86,2,6756,0.0,100.0
user_1138,470.43,3,209299,0.0,100.0
user_1139,196.5075,4,60841,2.0,50.0
user_1140,230.08499999999998,4,112875,1.0,75.0
user_1141,269.705,2,6753,0.0,100.0
user_1142,384.85249999999996,4,21137,0.0,100.0
user_1143,126.7025,4,370873,0.0,100.0
user_1144,2072.4075,4,10563,1.0,75.0
user_1145,67.3,1,158773,0.0,100.0
user_1146,190.345,2,4838,1.0,50.0
user_1147,328.8,4,351049,0.0,100.0
user_1148,349.4925,4,149198,3.0,25.0
user_1149,1986.3925,4,426564,2.0,50.0
user_1150,195.04,1,419836,1.0,0.0
user_1152,95.54666666666667,3,103860,1.0,66.67
user_1153,251.72500000000002,2,12830,1.0,50.0
user_1154,188.53857142857143,7,246162,2.0,71.43
user_1155,1275.7425,4,13676,3.0,25.0
user_1156,178.21333333333334,3,368693,0.0,100.0
user_1157,264.6466666666667,3,194497,1.0,66.67
user_1158,1404.6866666666667,6,437708,1.0,83.33
user_1159,277.07,4,11378,0.0,100.0
user_1160,16.17,1,96707,0.0,100.0
user_1161,366.91,3,15140,1.0,66.67
user_1163,367.124,5,34171,1.0,80.0
user_1164,1955.3733333333332,3,13631,0.0,100.0
user_1165,297.036,5,705972,2.0,60.0
user_1166,226.18666666666664,3,573390,1.0,66.67
user_1167,86.13,1,2826,0.0,100.0
user_1168,3926.05,2,3955,1.0,50.0
user_1169,285.5625,4,18748,0.0,100.0
user_1170,42.99,1,369536,0.0,100.0
user_1171,526.1366666666667,6,31402,1.0,83.33
user_1172,297.69,1,2101,0.0,100.0
user_1173,208.23000000000002,2,7513,0.0,100.0
user_1174,189.17333333333332,3,168802,1.0,66.67
user_1175,731.755,2,231652,1.0,50.0
user_1176,408.6366666666666,6,477750,1.0,83.33
user_1177,259.17333333333335,3,12899,1.0,66.67
user_1178,682.3050000000001,2,11148,1.0,50.0
user_1179,261.57,3,8921,1.0,66.67
user_1180,237.70499999999998,2,14890,0.0,100.0
user_1181,136.932,5,553854,1.0,80.0
user_1182,1372.2275,4,9287,1.0,75.0
user_1183,247.408,5,343218,1.0,80.0
user_1184,278.25,1,664,1.0,0.0
user_1185,2664.1499999999996,3,8609,1.0,66.67
user_1186,449.1133333333333,3,9587,0.0,100.0
user_1187,37.93,1,64385,1.0,0.0
user_1188,479.416,5,1119760,1.0,80.0
user_1189,140.98000000000002,3,12147,0.0,100.0
user_1190,460.13500000000005,6,217644,1.0,83.33
user_1191,172.805,2,348487,0.0,100.0
user_1192,475.8,1,5104,0.0,100.0
user_1193,47.165,2,132723,1.0,50.0
user_1194,2497.4533333333334,3,244813,2.0,33.33
user_1195,370.92,4,65380,0.0,100.0
user_1196,296.27000000000004,5,488420,1.0,80.0
user_1197,476.71,2,12126,0.0,100.0
user_1198,127.3775,4,523645,0.0,100.0
user_1199,85.9,1,7628,0.0,100.0
user_1200,248.14000000000001,3,12604,2.0,33.33
user_1201,391.65,1,7336,0.0,100.0
user_1202,198.78,3,13634,1.0,66.67
user_1203,1177.07,4,7849,1.0,75.0
user_1204,358.24,5,349819,0.0,100.0
user_1205,696.14,1,3283,0.0,100.0
user_1206,123.84499999999998,4,392207,1.0,75.0
user_1207,144.225,2,4686,1.0,50.0
user_1208,559.5749999999999,6,16177,4.0,33.33
user_1209,638.4449999999999,2,7457,0.0,100.0
user_1210,39.39,1,320348,1.0,0.0
user_1212,368.27799999999996,5,225799,1.0,80.0
user_1213,289.25333333333333,3,10843,1.0,66.67
user_1214,2240.9425,4,245226,1.0,75.0
user_1215,309.028,5,17591,3.0,40.0
user_1216,108.015,2,114735,0.0,100.0
user_1217,544.2333333333333,3,20380,0.0,100.0
user_1218,170.43,2,68734,0.0,100.0
